State&County,Total_Population,Levels_Smokers,Surface_Mines,Underground_Mines,Levels_COPD
"Clare, Michigan","30,950",25.7,0.0,0.0,10.2
"Jackson, Minnesota","9,846",18.6,0.0,0.0,5.2
"Tate, Mississippi","28,321",20.9,0.0,0.0,7.8
"Hancock, Maine","54,987",17.9,0.0,0.0,7.1
"Garrett, Maryland","29,014",20.7,0.0,0.0,7.6
"Cecil, Maryland","102,855",19.4,0.0,0.0,6.8
"Missaukee, Michigan","15,118",22.9,0.0,0.0,8.8
"Pontotoc, Mississippi","32,174",21.2,0.0,0.0,8.2
"York, Maine","207,641",16.9,0.0,0.0,6.8
"Lawrence, Mississippi","12,586",22.0,0.0,0.0,8.0
"Jones, Mississippi","68,098",19.7,0.0,0.0,7.7
"Fillmore, Minnesota","21,067",19.4,0.0,0.0,5.5
"Calhoun, Michigan","134,159",21.0,0.0,0.0,8.0
"Shiawassee, Michigan","68,122",20.2,0.0,0.0,7.7
"Waldo, Maine","39,715",20.4,0.0,0.0,8.0
"Alcorn, Mississippi","36,953",22.0,0.0,0.0,8.5
"Genesee, Michigan","405,813",22.9,0.0,0.0,8.6
"Itawamba, Mississippi","23,390",21.7,0.0,0.0,8.1
"Eaton, Michigan","110,268",18.1,0.0,0.0,6.7
"Alpena, Michigan","28,405",22.2,0.0,0.0,8.4
"Chippewa, Minnesota","11,800",19.5,0.0,0.0,5.7
"Calvert, Maryland","92,525",15.7,0.0,0.0,5.5
"Anoka, Minnesota","356,921",16.6,0.0,0.0,4.6
"Stevens, Minnesota","9,805",17.3,0.0,0.0,5.1
"Greene, Mississippi","13,586",22.4,0.0,0.0,7.9
"Wabasha, Minnesota","21,627",18.5,0.0,0.0,5.1
"Grant, Minnesota","5,972",19.9,0.0,0.0,5.7
"Lauderdale, Mississippi","74,125",21.8,0.0,0.0,7.7
"Hampshire, Massachusetts","160,830",14.2,0.0,0.0,5.4
"Sherburne, Minnesota","97,238",16.3,0.0,0.0,4.8
"Martin, Minnesota","19,683",20.4,0.0,0.0,5.6
"Worcester, Massachusetts","830,622",14.8,0.0,0.0,5.3
"Swift, Minnesota","9,266",20.7,0.0,0.0,5.9
"Newaygo, Michigan","48,980",22.4,0.0,0.0,8.7
"Marshall, Minnesota","9,336",18.8,0.0,0.0,5.3
"Middlesex, Massachusetts","1,611,699",11.6,0.0,0.0,4.2
"Branch, Michigan","43,517",23.1,0.0,0.0,8.7
"Tunica, Mississippi","9,632",20.9,0.0,0.0,7.6
"Macomb, Michigan","873,972",19.9,0.0,0.0,7.5
"Aitkin, Minnesota","15,886",20.6,0.0,0.0,6.1
"Stone, Mississippi","18,336",22.5,0.0,0.0,8.5
"Leelanau, Michigan","21,761",15.4,0.0,0.0,5.8
"Kemper, Mississippi","9,742",24.3,0.0,0.0,9.4
"Houghton, Michigan","35,684",21.4,0.0,0.0,8.4
"Mason, Michigan","29,144",20.5,0.0,0.0,8.0
"Union, Mississippi","28,815",21.4,0.0,0.0,7.9
"Manistee, Michigan","24,558",21.2,0.0,0.0,8.0
"Cass, Minnesota","29,779",22.1,0.0,0.0,6.1
"Clay, Minnesota","64,222",16.4,0.0,0.0,5.0
"Monroe, Mississippi","35,252",22.1,0.0,0.0,7.9
"Dickinson, Michigan","25,239",19.5,0.0,0.0,7.4
"Mahnomen, Minnesota","5,527",29.8,0.0,0.0,8.5
"Lapeer, Michigan","87,607",21.3,0.0,0.0,7.8
"Lincoln, Minnesota","5,639",19.9,0.0,0.0,5.6
"Clinton, Michigan","79,595",17.8,0.0,0.0,6.6
"Howard, Maryland","325,690",9.6,0.0,0.0,3.8
"Ontonagon, Michigan","5,720",23.2,0.0,0.0,8.6
"Winona, Minnesota","50,484",18.2,0.0,0.0,5.4
"Jefferson Davis, Mississippi","11,128",22.6,0.0,0.0,8.6
"Traverse, Minnesota","3,259",19.7,0.0,0.0,5.4
"Issaquena, Mississippi","1,327",28.8,0.0,0.0,10.9
"Van Buren, Michigan","75,677",21.7,0.0,0.0,8.2
"Prentiss, Mississippi","25,126",24.8,0.0,0.0,9.6
"Lee, Mississippi","85,436",20.0,0.0,0.0,6.9
"Murray, Minnesota","8,194",18.8,0.0,0.0,5.3
"Ingham, Michigan","292,406",16.5,0.0,0.0,7.1
"Kennebec, Maine","122,302",19.8,0.0,0.0,7.8
"Keweenaw, Michigan","2,116",18.7,0.0,0.0,7.0
"Suffolk, Massachusetts","803,907",13.1,0.0,0.0,4.9
"Frederick, Maryland","259,547",12.3,0.0,0.0,5.1
"Washington, Maine","31,379",23.1,0.0,0.0,9.4
"Isanti, Minnesota","40,596",19.1,0.0,0.0,5.3
"Emmet, Michigan","33,415",17.6,0.0,0.0,7.0
"Luce, Michigan","6,229",23.3,0.0,0.0,8.7
"Le Sueur, Minnesota","28,887",17.3,0.0,0.0,5.0
"Tippah, Mississippi","22,015",22.9,0.0,0.0,8.9
"Dukes, Massachusetts","17,332",14.8,0.0,0.0,5.2
"Douglas, Minnesota","38,141",18.4,0.0,0.0,5.0
"Watonwan, Minnesota","10,897",19.4,0.0,0.0,5.6
"Kanabec, Minnesota","16,337",21.6,0.0,0.0,6.1
"Claiborne, Mississippi","8,988",23.8,0.0,0.0,9.3
"Carroll, Mississippi","9,947",22.9,0.0,0.0,8.2
"Leflore, Mississippi","28,183",24.6,0.0,0.0,9.4
"Pine, Minnesota","29,579",22.8,0.0,0.0,6.2
"DeSoto, Mississippi","184,945",17.3,0.0,0.0,5.9
"Newton, Mississippi","21,018",22.4,0.0,0.0,8.5
"Choctaw, Mississippi","8,210",21.9,0.0,0.0,8.0
"Wayne, Michigan","1,749,343",22.0,0.0,0.0,8.4
"Renville, Minnesota","14,548",19.3,0.0,0.0,5.6
"Todd, Minnesota","24,664",20.4,0.0,0.0,6.1
"Hampden, Massachusetts","466,372",17.9,0.0,0.0,6.1
"Big Stone, Minnesota","4,991",21.0,0.0,0.0,5.8
"Antrim, Michigan","23,324",20.5,0.0,0.0,7.4
"Beltrami, Minnesota","47,188",21.5,0.0,0.0,6.4
"McLeod, Minnesota","35,893",18.5,0.0,0.0,5.3
"Kandiyohi, Minnesota","43,199",17.9,0.0,0.0,5.5
"Grenada, Mississippi","20,758",21.4,0.0,0.0,7.8
"Lake, Michigan","11,853",25.8,0.0,0.0,10.6
"Itasca, Minnesota","45,130",20.8,0.0,0.0,5.6
"Harrison, Mississippi","208,080",20.8,0.0,0.0,7.2
"Norman, Minnesota","6,375",19.9,0.0,0.0,5.6
"Dorchester, Maryland","31,929",19.7,0.0,0.0,7.4
"Menominee, Michigan","22,780",22.1,0.0,0.0,8.4
"Redwood, Minnesota","15,170",19.8,0.0,0.0,5.7
"Benzie, Michigan","17,766",18.7,0.0,0.0,7.1
"Ottawa, Michigan","291,830",16.2,0.0,0.0,6.3
"Jackson, Mississippi","143,617",18.9,0.0,0.0,6.6
"Kent, Maryland","19,422",17.0,0.0,0.0,6.5
"Smith, Mississippi","15,916",22.3,0.0,0.0,8.5
"Sagadahoc, Maine","35,856",16.6,0.0,0.0,6.8
"Walthall, Mississippi","14,286",24.4,0.0,0.0,8.9
"Brown, Minnesota","25,008",18.5,0.0,0.0,5.1
"Wilkin, Minnesota","6,207",18.0,0.0,0.0,5.0
"Jackson, Michigan","158,510",22.8,0.0,0.0,8.1
"Panola, Mississippi","34,192",22.7,0.0,0.0,8.5
"Red Lake, Minnesota","4,055",20.1,0.0,0.0,5.6
"Allegan, Michigan","118,081",19.2,0.0,0.0,7.3
"Stearns, Minnesota","161,075",17.8,0.0,0.0,5.3
"Sibley, Minnesota","14,865",18.9,0.0,0.0,5.3
"Wexford, Michigan","33,631",23.4,0.0,0.0,8.9
"Muskegon, Michigan","173,566",23.1,0.0,0.0,8.2
"Jasper, Mississippi","16,383",22.6,0.0,0.0,8.0
"Koochiching, Minnesota","12,229",20.4,0.0,0.0,6.1
"Sunflower, Mississippi","25,110",25.0,0.0,0.0,9.2
"Charles, Maryland","163,257",16.1,0.0,0.0,5.6
"Kittson, Minnesota","4,298",18.6,0.0,0.0,5.4
"Lincoln, Mississippi","34,153",20.5,0.0,0.0,7.7
"Wright, Minnesota","138,377",15.6,0.0,0.0,4.5
"St. Clair, Michigan","159,128",21.4,0.0,0.0,8.0
"Isabella, Michigan","69,872",22.3,0.0,0.0,9.0
"Washtenaw, Michigan","367,601",14.0,0.0,0.0,5.6
"Plymouth, Massachusetts","521,202",16.1,0.0,0.0,5.3
"Hillsdale, Michigan","45,605",23.5,0.0,0.0,8.9
"Marquette, Michigan","66,699",19.8,0.0,0.0,7.4
"Covington, Mississippi","18,636",24.0,0.0,0.0,8.8
"Barry, Michigan","61,550",18.8,0.0,0.0,7.1
"Simpson, Mississippi","26,658",21.7,0.0,0.0,8.0
"Somerset, Maryland","25,616",23.4,0.0,0.0,8.9
"Benton, Minnesota","40,889",18.9,0.0,0.0,5.4
"Caroline, Maryland","33,406",20.1,0.0,0.0,7.8
"Platte, Nebraska","33,470",14.9,0.0,0.0,5.0
"Platte, Missouri","104,418",15.4,0.0,0.0,5.5
"Reynolds, Missouri","6,270",26.3,0.0,0.0,9.8
"Silver Bow, Montana","34,915",20.1,0.0,0.0,6.7
"Caldwell, Missouri","9,020",24.1,0.0,0.0,9.1
"Jasper, Missouri","121,328",21.6,0.0,0.0,8.2
"Deer Lodge, Montana","9,140",21.9,0.0,0.0,7.6
"Cooper, Missouri","17,709",22.1,0.0,0.0,7.8
"Big Horn, Montana","13,319",27.4,0.0,0.0,8.9
"Webster, Mississippi","9,689",21.9,0.0,0.0,8.1
"Lake, Montana","30,458",21.2,0.0,0.0,7.1
"Hamilton, Nebraska","9,324",15.4,0.0,0.0,4.8
"Carroll, New Hampshire","48,910",17.4,0.0,0.0,6.0
"Musselshell, Montana","4,633",21.1,0.0,0.0,7.0
"Antelope, Nebraska","6,298",17.5,0.0,0.0,5.8
"Merrick, Nebraska","7,755",17.0,0.0,0.0,5.8
"Howell, Missouri","40,117",26.1,0.0,0.0,9.8
"Nuckolls, Nebraska","4,148",18.3,0.0,0.0,6.2
"Lander, Nevada","5,532",19.6,0.0,0.0,7.2
"Dawes, Nebraska","8,589",15.4,0.0,0.0,5.1
"Rock, Nebraska","1,357",15.9,0.0,0.0,5.1
"Cuming, Nebraska","8,846",16.9,0.0,0.0,5.6
"Pettis, Missouri","42,339",23.0,0.0,0.0,8.4
"Knox, Missouri","3,959",24.9,0.0,0.0,9.4
"Texas, Missouri","25,398",27.3,0.0,0.0,10.5
"St. Charles, Missouri","402,022",15.6,0.0,0.0,5.7
"Sherman, Nebraska","3,001",17.7,0.0,0.0,5.9
"Gage, Nebraska","21,513",18.6,0.0,0.0,5.9
"Otoe, Nebraska","16,012",17.7,0.0,0.0,5.3
"Warren, Mississippi","45,381",20.6,0.0,0.0,7.4
"Custer, Nebraska","10,777",16.9,0.0,0.0,5.6
"Washoe, Nevada","471,519",15.6,0.0,0.0,5.9
"Ray, Missouri","23,018",22.8,0.0,0.0,8.0
"Pawnee, Nebraska","2,613",20.3,0.0,0.0,7.1
"Nye, Nevada","46,523",22.5,0.0,0.0,8.2
"Wayne, Mississippi","20,183",22.4,0.0,0.0,8.2
"Flathead, Montana","103,806",17.2,0.0,0.0,5.8
"Richland, Montana","10,803",16.5,0.0,0.0,5.5
"Barton, Missouri","11,754",24.4,0.0,0.0,9.4
"Johnson, Missouri","54,062",19.7,0.0,0.0,7.4
"Grundy, Missouri","9,850",23.8,0.0,0.0,8.8
"Hillsborough, New Hampshire","417,025",15.4,0.0,0.0,5.5
"Carson City, Nevada","55,916",17.4,0.0,0.0,6.6
"Sheridan, Montana","3,309",18.1,0.0,0.0,5.9
"Ozark, Missouri","9,174",29.9,0.0,0.0,11.4
"Putnam, Missouri","4,696",23.3,0.0,0.0,8.5
"Fillmore, Nebraska","5,462",17.1,0.0,0.0,5.5
"Marion, Missouri","28,530",23.4,0.0,0.0,8.7
"Blaine, Montana","6,681",27.5,0.0,0.0,8.7
"Petroleum, Montana",487,17.4,0.0,0.0,5.7
"Benton, Missouri","19,443",24.9,0.0,0.0,9.3
"St. Francois, Missouri","67,215",25.7,0.0,0.0,9.0
"Cole, Missouri","76,745",19.2,0.0,0.0,6.7
"Lyon, Nevada","57,510",20.6,0.0,0.0,7.3
"Yalobusha, Mississippi","12,108",22.7,0.0,0.0,8.0
"Dent, Missouri","15,573",26.4,0.0,0.0,9.9
"Lincoln, Montana","19,980",20.1,0.0,0.0,7.3
"Bates, Missouri","16,172",23.7,0.0,0.0,8.7
"Churchill, Nevada","24,909",18.9,0.0,0.0,7.1
"Howard, Missouri","10,001",22.2,0.0,0.0,8.2
"Mineral, Nevada","4,505",22.8,0.0,0.0,8.5
"Crawford, Missouri","23,920",27.2,0.0,0.0,10.2
"Sanders, Montana","12,113",21.7,0.0,0.0,7.8
"Pierce, Nebraska","7,148",16.2,0.0,0.0,5.2
"Deuel, Nebraska","1,794",18.0,0.0,0.0,5.7
"Pemiscot, Missouri","15,805",30.0,0.0,0.0,11.0
"Cherry, Nebraska","5,689",16.7,0.0,0.0,5.7
"Rosebud, Montana","8,937",23.0,0.0,0.0,7.3
"Carbon, Montana","10,725",16.9,0.0,0.0,5.5
"Holt, Missouri","4,403",22.8,0.0,0.0,8.2
"White Pine, Nevada","9,580",20.4,0.0,0.0,7.3
"Dundy, Nebraska","1,693",18.6,0.0,0.0,6.7
"Osage, Missouri","13,615",21.6,0.0,0.0,7.4
"Sioux, Nebraska","1,166",16.3,0.0,0.0,5.4
"St. Louis City, Missouri","300,576",19.8,0.0,0.0,7.4
"Gentry, Missouri","6,571",23.5,0.0,0.0,8.5
"York, Nebraska","13,679",15.8,0.0,0.0,5.2
"Treasure, Montana",696,19.7,0.0,0.0,6.6
"Hickory, Missouri","9,544",26.4,0.0,0.0,9.6
"Boone, Missouri","180,463",18.0,0.0,0.0,6.8
"Ravalli, Montana","43,806",18.7,0.0,0.0,6.2
"Wibaux, Montana",969,18.8,0.0,0.0,6.2
"Red Willow, Nebraska","10,724",18.4,0.0,0.0,5.9
"Esmeralda, Nevada",873,20.9,0.0,0.0,8.0
"Dakota, Nebraska","20,026",16.2,0.0,0.0,5.7
"Daniels, Montana","1,690",17.5,0.0,0.0,5.6
"Worth, Missouri","2,013",22.4,0.0,0.0,8.1
"Clark, Missouri","6,797",25.6,0.0,0.0,9.2
"Mineral, Montana","4,397",22.0,0.0,0.0,7.6
"Madison, Nebraska","35,099",15.5,0.0,0.0,5.5
"Missoula, Montana","119,600",16.2,0.0,0.0,5.4
"Washington, Mississippi","43,909",24.4,0.0,0.0,9.3
"Lincoln, Missouri","59,013",23.1,0.0,0.0,7.9
"Miller, Missouri","25,619",23.6,0.0,0.0,8.7
"Barry, Missouri","35,789",23.8,0.0,0.0,9.2
"Harlan, Nebraska","3,380",16.8,0.0,0.0,5.5
"Arthur, Nebraska",463,17.8,0.0,0.0,6.3
"Audrain, Missouri","25,388",24.8,0.0,0.0,9.1
"Cascade, Montana","81,366",19.5,0.0,0.0,6.5
"Oregon, Missouri","10,529",28.5,0.0,0.0,10.9
"Jefferson, Montana","12,221",15.9,0.0,0.0,5.3
"Douglas, Nebraska","571,327",15.9,0.0,0.0,5.1
"DeKalb, Missouri","12,547",24.1,0.0,0.0,8.2
"Hayes, Nebraska",922,17.7,0.0,0.0,6.0
"Richardson, Nebraska","7,865",20.0,0.0,0.0,6.2
"Polk, Missouri","32,149",24.1,0.0,0.0,8.9
"Morrill, Nebraska","4,642",16.7,0.0,0.0,5.5
"Dawson, Montana","8,613",18.1,0.0,0.0,5.9
"Park, Montana","16,606",16.8,0.0,0.0,5.7
"Carter, Montana","1,252",19.1,0.0,0.0,6.3
"Eureka, Nevada","2,029",19.6,0.0,0.0,6.8
"Atchison, Missouri","5,143",21.7,0.0,0.0,7.7
"Clay, Nebraska","6,203",17.3,0.0,0.0,5.8
"Beaverhead, Montana","9,453",17.4,0.0,0.0,5.8
"Daviess, Missouri","8,278",25.6,0.0,0.0,9.3
"Phelps, Missouri","44,573",22.2,0.0,0.0,8.4
"Bollinger, Missouri","12,133",26.5,0.0,0.0,10.0
"Jefferson, Nebraska","7,046",18.9,0.0,0.0,6.1
"Ste. Genevieve, Missouri","17,894",22.4,0.0,0.0,8.1
"Callaway, Missouri","44,743",21.9,0.0,0.0,7.7
"Belknap, New Hampshire","61,303",16.8,0.0,0.0,5.8
"Lincoln, Nevada","5,183",18.5,0.0,0.0,6.6
"Fallon, Montana","2,846",17.9,0.0,0.0,5.7
"Yazoo, Mississippi","29,690",23.3,0.0,0.0,9.0
"Maries, Missouri","8,697",24.4,0.0,0.0,8.9
"Douglas, Missouri","13,185",28.7,0.0,0.0,10.9
"Linn, Missouri","11,920",23.9,0.0,0.0,8.4
"Morgan, Missouri","20,627",27.3,0.0,0.0,10.6
"Broadwater, Montana","6,237",18.4,0.0,0.0,6.0
"Wheeler, Nebraska",783,18.7,0.0,0.0,6.5
"Polk, Nebraska","5,213",16.5,0.0,0.0,5.5
"Pulaski, Missouri","52,607",20.4,0.0,0.0,7.2
"Wheatland, Montana","2,126",22.0,0.0,0.0,7.7
"Boyd, Nebraska","1,919",17.4,0.0,0.0,5.5
"Franklin, Nebraska","2,979",19.2,0.0,0.0,6.2
"Thomas, Nebraska",722,15.6,0.0,0.0,4.8
"Randolph, Missouri","24,748",24.6,0.0,0.0,8.8
"Elko, Nevada","52,778",18.5,0.0,0.0,6.5
"Franklin, Missouri","103,967",21.7,0.0,0.0,7.7
"Phillips, Montana","3,954",21.2,0.0,0.0,6.9
"Stoddard, Missouri","29,025",26.0,0.0,0.0,9.7
"Douglas, Nevada","48,905",16.2,0.0,0.0,5.8
"Gasconade, Missouri","14,706",22.0,0.0,0.0,7.8
"Nance, Nebraska","3,519",18.1,0.0,0.0,5.8
"Pondera, Montana","5,911",20.4,0.0,0.0,6.8
"Cheyenne, Nebraska","8,910",17.0,0.0,0.0,5.2
"Montgomery, Missouri","11,551",25.3,0.0,0.0,9.5
"Lincoln, Nebraska","34,914",18.5,0.0,0.0,5.5
"Meagher, Montana","1,862",18.7,0.0,0.0,6.3
"Andrew, Missouri","17,712",21.2,0.0,0.0,7.1
"Garfield, Nebraska","1,969",16.2,0.0,0.0,5.2
"Moniteau, Missouri","16,132",22.2,0.0,0.0,7.9
"Vernon, Missouri","20,563",25.6,0.0,0.0,9.2
"Newton, Missouri","58,236",22.1,0.0,0.0,8.2
"Pershing, Nevada","6,725",20.3,0.0,0.0,6.9
"Seward, Nebraska","17,284",16.3,0.0,0.0,5.2
"Clay, Missouri","249,948",18.4,0.0,0.0,6.2
"Golden Valley, Montana",821,19.6,0.0,0.0,6.6
"Dunklin, Missouri","29,131",28.9,0.0,0.0,10.8
"Sullivan, Missouri","6,089",23.6,0.0,0.0,8.4
"Holt, Nebraska","10,067",15.7,0.0,0.0,5.3
"Sweet Grass, Montana","3,737",17.3,0.0,0.0,5.6
"Buchanan, Missouri","87,364",23.8,0.0,0.0,8.5
"Chouteau, Montana","5,635",20.3,0.0,0.0,6.9
"St. Louis, Missouri","994,205",16.7,0.0,0.0,5.9
"Dallas, Missouri","16,878",26.1,0.0,0.0,9.6
"Storey, Nevada","4,123",16.3,0.0,0.0,5.9
"Dodge, Nebraska","36,565",19.3,0.0,0.0,6.0
"Mississippi, Missouri","13,180",29.7,0.0,0.0,11.2
"Webster, Nebraska","3,487",16.6,0.0,0.0,5.7
"Dade, Missouri","7,561",26.3,0.0,0.0,10.0
"Sheridan, Nebraska","5,246",18.5,0.0,0.0,6.5
"Prairie, Montana","1,077",19.8,0.0,0.0,6.8
"Banner, Nebraska",745,15.2,0.0,0.0,5.1
"Nodaway, Missouri","22,092",22.3,0.0,0.0,8.3
"Logan, Nebraska",748,17.7,0.0,0.0,5.9
"Keith, Nebraska","8,034",17.7,0.0,0.0,5.6
"Taney, Missouri","55,928",22.6,0.0,0.0,8.3
"Furnas, Nebraska","4,676",19.0,0.0,0.0,6.5
"Butler, Missouri","42,478",26.6,0.0,0.0,10.3
"Wright, Missouri","18,289",29.6,0.0,0.0,11.4
"Kearney, Nebraska","6,495",16.4,0.0,0.0,5.2
"Washington, Nebraska","20,729",15.3,0.0,0.0,5.0
"Pike, Missouri","18,302",25.0,0.0,0.0,8.9
"Perry, Missouri","19,136",23.0,0.0,0.0,8.1
"Greene, Missouri","293,086",20.1,0.0,0.0,7.8
"Carroll, Missouri","8,679",24.1,0.0,0.0,8.7
"Madison, Montana","8,600",15.4,0.0,0.0,5.3
"Toole, Montana","4,736",22.0,0.0,0.0,6.9
"Wayne, Missouri","12,873",29.2,0.0,0.0,11.1
"Boone, Nebraska","5,192",17.1,0.0,0.0,5.6
"Stanton, Nebraska","5,920",16.3,0.0,0.0,5.2
"Custer, Montana","11,402",18.5,0.0,0.0,6.1
"Madison, Missouri","12,088",24.5,0.0,0.0,8.9
"Shannon, Missouri","8,166",28.3,0.0,0.0,11.1
"Hall, Nebraska","61,353",14.9,0.0,0.0,5.5
"Garden, Nebraska","1,837",16.7,0.0,0.0,5.4
"Thayer, Nebraska","5,003",17.2,0.0,0.0,5.6
"Shelby, Missouri","5,930",24.4,0.0,0.0,8.8
"Colfax, Nebraska","10,709",16.7,0.0,0.0,5.9
"Hooker, Nebraska",682,16.4,0.0,0.0,5.5
"Henry, Missouri","21,824",25.3,0.0,0.0,9.2
"McCone, Montana","1,664",18.7,0.0,0.0,6.1
"Nemaha, Nebraska","6,972",16.9,0.0,0.0,5.5
"Lancaster, Nebraska","319,090",14.4,0.0,0.0,4.9
"Phelps, Nebraska","9,034",15.8,0.0,0.0,5.3
"Box Butte, Nebraska","10,783",18.4,0.0,0.0,5.8
"Knox, Nebraska","8,332",17.6,0.0,0.0,5.7
"Gosper, Nebraska","1,990",14.6,0.0,0.0,4.8
"Garfield, Montana","1,258",20.2,0.0,0.0,6.5
"St. Clair, Missouri","9,397",25.3,0.0,0.0,9.5
"Yellowstone, Montana","161,300",17.5,0.0,0.0,5.5
"Thurston, Nebraska","7,224",28.3,0.0,0.0,8.4
"Liberty, Montana","2,337",24.2,0.0,0.0,8.6
"Brown, Nebraska","2,955",18.9,0.0,0.0,6.3
"Macon, Missouri","15,117",22.9,0.0,0.0,8.2
"Scott, Missouri","38,280",24.5,0.0,0.0,9.2
"Lafayette, Missouri","32,708",23.0,0.0,0.0,7.8
"Schuyler, Missouri","4,660",25.2,0.0,0.0,9.2
"McDonald, Missouri","22,837",26.7,0.0,0.0,10.3
"Loup, Nebraska",664,16.3,0.0,0.0,5.4
"Gallatin, Montana","114,434",12.4,0.0,0.0,4.8
"Chariton, Missouri","7,426",23.1,0.0,0.0,8.4
"Powder River, Montana","1,682",18.5,0.0,0.0,6.2
"Chase, Nebraska","3,924",15.4,0.0,0.0,5.3
"Saunders, Nebraska","21,578",16.9,0.0,0.0,5.2
"Kimball, Nebraska","3,632",18.4,0.0,0.0,6.2
"Blaine, Nebraska",465,17.1,0.0,0.0,5.4
"Greeley, Nebraska","2,356",17.2,0.0,0.0,5.6
"Jefferson, Missouri","225,081",22.5,0.0,0.0,7.3
"Lawrence, Missouri","38,355",24.1,0.0,0.0,9.1
"Dixon, Nebraska","5,636",16.1,0.0,0.0,5.3
"Ripley, Missouri","13,288",29.3,0.0,0.0,11.6
"Webster, Missouri","39,592",25.2,0.0,0.0,9.4
"Grafton, New Hampshire","89,886",16.3,0.0,0.0,5.9
"Hitchcock, Nebraska","2,762",17.9,0.0,0.0,5.9
"McPherson, Nebraska",494,18.2,0.0,0.0,6.3
"Valley, Nebraska","4,158",16.6,0.0,0.0,5.5
"Saline, Nebraska","14,224",17.1,0.0,0.0,6.3
"Dawson, Nebraska","23,595",16.0,0.0,0.0,5.6
"Adair, Missouri","25,343",22.3,0.0,0.0,8.6
"Buffalo, Nebraska","49,659",16.9,0.0,0.0,5.3
"Fergus, Montana","11,050",18.4,0.0,0.0,6.3
"Hill, Montana","16,484",23.6,0.0,0.0,7.2
"Adams, Nebraska","31,363",17.1,0.0,0.0,5.6
"Cass, Nebraska","26,248",16.4,0.0,0.0,5.1
"Scotland, Missouri","4,902",26.1,0.0,0.0,10.1
"Christian, Missouri","88,595",20.0,0.0,0.0,7.1
"Wayne, Nebraska","9,385",15.8,0.0,0.0,5.3
"Saline, Missouri","22,761",22.3,0.0,0.0,8.3
"Humboldt, Nevada","16,831",18.7,0.0,0.0,6.9
"Harrison, Missouri","8,352",25.4,0.0,0.0,9.4
"Teton, Montana","6,147",18.5,0.0,0.0,6.4
"Ralls, Missouri","10,309",23.8,0.0,0.0,8.4
"Sarpy, Nebraska","187,196",13.2,0.0,0.0,4.2
"Clinton, Missouri","20,387",21.1,0.0,0.0,7.3
"Warren, Missouri","35,649",23.6,0.0,0.0,8.2
"Livingston, Missouri","15,227",23.4,0.0,0.0,8.7
"Roosevelt, Montana","11,004",31.7,0.0,0.0,9.5
"Butler, Nebraska","8,016",17.0,0.0,0.0,5.2
"Jackson, Missouri","703,011",21.8,0.0,0.0,7.3
"Mercer, Missouri","3,617",22.9,0.0,0.0,8.1
"Monroe, Missouri","8,644",24.5,0.0,0.0,8.7
"Powell, Montana","6,890",20.2,0.0,0.0,6.6
"New Madrid, Missouri","17,076",27.7,0.0,0.0,10.5
"Cedar, Missouri","14,349",25.8,0.0,0.0,9.7
"Cedar, Nebraska","8,402",15.0,0.0,0.0,5.3
"Judith Basin, Montana","2,007",17.4,0.0,0.0,5.9
"Iron, Missouri","10,125",27.1,0.0,0.0,10.1
"Granite, Montana","3,379",17.8,0.0,0.0,5.9
"Johnson, Nebraska","5,071",18.7,0.0,0.0,5.7
"Stillwater, Montana","9,642",17.1,0.0,0.0,5.5
"Burt, Nebraska","6,459",18.4,0.0,0.0,6.0
"Perkins, Nebraska","2,891",16.2,0.0,0.0,5.1
"Carter, Missouri","5,982",25.2,0.0,0.0,9.1
"Stone, Missouri","31,952",24.3,0.0,0.0,8.5
"Keya Paha, Nebraska",806,17.9,0.0,0.0,6.0
"Camden, Missouri","46,305",22.5,0.0,0.0,7.9
"Lewis, Missouri","9,776",24.5,0.0,0.0,9.0
"Grant, Nebraska",623,17.5,0.0,0.0,5.9
"Glacier, Montana","13,753",29.3,0.0,0.0,9.8
"Cass, Missouri","105,780",19.8,0.0,0.0,7.0
"Coos, New Hampshire","31,563",21.4,0.0,0.0,7.4
"Wilkinson, Mississippi","8,630",26.8,0.0,0.0,10.3
"Scotts Bluff, Nebraska","35,618",16.5,0.0,0.0,5.6
"Lewis and Clark, Montana","69,432",16.2,0.0,0.0,5.2
"Winston, Mississippi","17,955",22.3,0.0,0.0,8.3
"Cheshire, New Hampshire","76,085",17.6,0.0,0.0,6.1
"Frontier, Nebraska","2,627",16.5,0.0,0.0,5.4
"Clark, Nevada","2,266,715",16.5,0.0,0.0,6.4
"Laclede, Missouri","35,723",24.6,0.0,0.0,9.2
"Washington, Missouri","24,730",27.1,0.0,0.0,10.4
"Valley, Montana","7,396",19.6,0.0,0.0,6.5
"Howard, Nebraska","6,445",16.4,0.0,0.0,5.5
"Cape Girardeau, Missouri","78,871",20.9,0.0,0.0,7.4
"Catawba, North Carolina","159,551",20.4,0.0,0.0,7.2
"Kings, New York","2,559,903",14.0,0.0,0.0,5.8
"Broome, New York","190,488",18.5,0.0,0.0,7.6
"Transylvania, North Carolina","34,385",20.1,0.0,0.0,7.3
"Defiance, Ohio","38,087",21.4,0.0,0.0,7.9
"Barnes, North Dakota","10,415",17.9,0.0,0.0,5.6
"Clark, Ohio","134,083",24.9,0.0,0.0,9.2
"Sargent, North Dakota","3,898",17.5,0.0,0.0,5.2
"Putnam, New York","98,320",13.5,0.0,0.0,5.1
"Richmond, North Carolina","44,829",25.3,0.0,0.0,9.4
